Pick 3 Evening,10,5,2013,3,H,*,B38,*,B41,*,B36,*,I,,B43,,B42,,B39,,3,6,6,15,N
Pick 3 Evening,10,5,2013,4,H,*,B38,*,B41,*,B36,*,I,,B43,,B42,,B39,,1,6,8,15,N
Pick 3 Evening,10,7,2013,1,H,*,B33,*,B38,*,B32,*,I,,B52,,B37,,B40,,5,2,1,8,N
Pick 3 Evening,10,7,2013,2,H,*,B33,*,B38,*,B32,*,I,,B52,,B37,,B40,,7,3,0,10,N
Pick 3 Evening,10,7,2013,3,H,*,B33,*,B38,*,B32,*,I,,B52,,B37,,B40,,9,0,5,14,N
Pick 3 Evening,10,7,2013,4,H,*,B33,*,B38,*,B32,*,I,,B52,,B37,,B40,,7,2,4,13,N
Pick 3 Evening,10,8,2013,1,H,*,B36,*,B35,*,B44,*,I,,B41,,B32,,B52,,5,2,4,11,N
Pick 3 Evening,10,8,2013,2,H,*,B36,*,B35,*,B44,*,I,,B41,,B32,,B52,,8,8,4,20,N
Pick 3 Evening,10,8,2013,3,H,*,B36,*,B35,*,B44,*,I,,B41,,B32,,B52,,2,1,1,4,N
Pick 3 Evening,10,8,2013,4,H,*,B36,*,B35,*,B44,*,I,,B41,,B32,,B52,,0,3,2,5,N
Pick 3 Evening,10,9,2013,1,H,*,B39,*,B52,*,B43,*,I,,B38,,B37,,B42,,4,8,4,16,N
Pick 3 Evening,10,9,2013,2,H,*,B39,*,B52,*,B43,*,I,,B38,,B37,,B42,,0,6,5,11,N
Pick 3 Evening,10,9,2013,3,H,*,B39,*,B52,*,B43,*,I,,B38,,B37,,B42,,4,2,8,14,N
Pick 3 Evening,10,9,2013,4,H,*,B39,*,B52,*,B43,*,I,,B38,,B37,,B42,,8,9,8,25,N
Pick 3 Evening,10,10,2013,1,H,*,B45,*,B41,*,B37,*,I,,B43,,B32,,B33,,1,8,6,15,N
Pick 3 Evening,10,10,2013,2,H,*,B45,*,B41,*,B37,*,I,,B43,,B32,,B33,,8,2,3,13,N
Pick 3 Evening,10,10,2013,3,H,*,B45,*,B41,*,B37,*,I,,B43,,B32,,B33,,2,4,3,9,N
Pick 3 Evening,10,10,2013,4,H,*,B45,*,B41,*,B37,*,I,,B43,,B32,,B33,,7,2,0,9,N
Pick 3 Evening,10,11,2013,1,H,*,B41,*,B45,*,B35,*,I,,B40,,B36,,B42,,2,7,5,14,N
Pick 3 Evening,10,11,2013,2,H,*,B41,*,B45,*,B35,*,I,,B40,,B36,,B42,,9,0,2,11,N
Pick 3 Evening,10,11,2013,3,H,*,B41,*,B45,*,B35,*,I,,B40,,B36,,B42,,2,7,4,13,N
Pick 3 Evening,10,11,2013,4,H,*,B41,*,B45,*,B35,*,I,,B40,,B36,,B42,,2,0,8,10,N
Pick 3 Evening,10,12,2013,1,H,*,B52,*,B40,*,B32,*,I,,B42,,B43,,B35,,7,5,2,14,N
Pick 3 Evening,10,12,2013,2,H,*,B52,*,B40,*,B32,*,I,,B42,,B43,,B35,,8,2,2,12,N
Pick 3 Evening,10,12,2013,3,H,*,B52,*,B40,*,B32,*,I,,B42,,B43,,B35,,2,5,3,10,N
Pick 3 Evening,10,12,2013,4,H,*,B52,*,B40,*,B32,*,I,,B42,,B43,,B35,,3,1,1,5,N
Pick 3 Evening,10,14,2013,1,H,*,B35,*,B38,*,B36,*,I,,B40,,B42,,B41,,2,1,2,5,N
Pick 3 Evening,10,14,2013,2,H,*,B35,*,B38,*,B36,*,I,,B40,,B42,,B41,,1,8,8,17,N
Pick 3 Evening,10,14,2013,3,H,*,B35,*,B38,*,B36,*,I,,B40,,B42,,B41,,2,2,0,4,N
Pick 3 Evening,10,14,2013,4,H,*,B35,*,B38,*,B36,*,I,,B40,,B42,,B41,,8,9,2,19,N
Pick 3 Evening,10,15,2013,1,H,*,B35,*,B43,*,B42,*,I,,B31,,B44,,B32,,3,2,0,5,N
Pick 3 Evening,10,15,2013,2,H,*,B35,*,B43,*,B42,*,I,,B31,,B44,,B32,,5,2,3,10,N
Pick 3 Evening,10,15,2013,3,H,*,B35,*,B43,*,B42,*,I,,B31,,B44,,B32,,0,7,2,9,N
Pick 3 Evening,10,15,2013,4,H,*,B35,*,B43,*,B42,*,I,,B31,,B44,,B32,,8,7,4,19,N
Pick 3 Evening,10,16,2013,1,H,*,B43,*,B32,*,B40,*,I,,B38,,B52,,B44,,8,0,6,14,N
Pick 3 Evening,10,16,2013,2,H,*,B43,*,B32,*,B40,*,I,,B38,,B52,,B44,,6,1,0,7,N
Pick 3 Evening,10,16,2013,3,H,*,B43,*,B32,*,B40,*,I,,B38,,B52,,B44,,0,8,9,17,N
Pick 3 Evening,10,16,2013,4,H,*,B43,*,B32,*,B40,*,I,,B38,,B52,,B44,,6,1,6,13,N
Pick 3 Evening,10,17,2013,1,H,*,B52,*,B42,*,B33,*,I,,B31,,B36,,B35,,8,6,3,17,N
Pick 3 Evening,10,17,2013,2,H,*,B52,*,B42,*,B33,*,I,,B31,,B36,,B35,,7,8,6,21,N
Pick 3 Evening,10,17,2013,3,H,*,B52,*,B42,*,B33,*,I,,B31,,B36,,B35,,9,9,2,20,N
Pick 3 Evening,10,17,2013,4,H,*,B52,*,B42,*,B33,*,I,,B31,,B36,,B35,,1,5,0,6,N
Pick 3 Evening,10,18,2013,1,H,*,B32,*,B38,*,B36,*,I,,B33,,B39,,B35,,2,5,4,11,N
Pick 3 Evening,10,18,2013,2,H,*,B32,*,B38,*,B36,*,I,,B33,,B39,,B35,,2,7,3,12,N
Pick 3 Evening,10,18,2013,3,H,*,B32,*,B38,*,B36,*,I,,B33,,B39,,B35,,7,8,8,23,N
Pick 3 Evening,10,18,2013,4,H,*,B32,*,B38,*,B36,*,I,,B33,,B39,,B35,,6,9,4,19,N
Pick 3 Evening,10,19,2013,1,H,*,B38,*,B43,*,B32,*,I,,B41,,B42,,B44,,9,0,7,16,N
Pick 3 Evening,10,19,2013,2,H,*,B38,*,B43,*,B32,*,I,,B41,,B42,,B44,,4,8,9,21,N
Pick 3 Evening,10,19,2013,3,H,*,B38,*,B43,*,B32,*,I,,B41,,B42,,B44,,5,7,2,14,N
Pick 3 Evening,10,19,2013,4,H,*,B38,*,B43,*,B32,*,I,,B41,,B42,,B44,,7,0,9,16,N
Pick 3 Evening,10,21,2013,1,H,*,B31,*,B52,*,B36,*,I,,B32,,B40,,B42,,3,1,9,13,N
Pick 3 Evening,10,21,2013,2,H,*,B31,*,B52,*,B36,*,I,,B32,,B40,,B42,,4,1,7,12,N
Pick 3 Evening,10,21,2013,3,H,*,B31,*,B52,*,B36,*,I,,B32,,B40,,B42,,0,6,1,7,N
Pick 3 Evening,10,21,2013,4,H,*,B31,*,B52,*,B36,*,I,,B32,,B40,,B42,,5,4,7,16,N
Pick 3 Evening,10,22,2013,1,H,*,B52,*,B32,*,B41,*,I,,B37,,B35,,B31,,9,6,5,20,N
Pick 3 Evening,10,22,2013,2,H,*,B52,*,B32,*,B41,*,I,,B37,,B35,,B31,,6,6,3,15,N
Pick 3 Evening,10,22,2013,3,H,*,B52,*,B32,*,B41,*,I,,B37,,B35,,B31,,6,9,3,18,N
Pick 3 Evening,10,22,2013,4,H,*,B52,*,B32,*,B41,*,I,,B37,,B35,,B31,,7,7,2,16,N
Pick 3 Evening,10,23,2013,1,H,*,B39,*,B33,*,B52,*,I,,B41,,B42,,B35,,7,2,7,16,N
Pick 3 Evening,10,23,2013,2,H,*,B39,*,B33,*,B52,*,I,,B41,,B42,,B35,,8,6,1,15,N
Pick 3 Evening,10,23,2013,3,H,*,B39,*,B33,*,B52,*,I,,B41,,B42,,B35,,9,8,3,20,N
Pick 3 Evening,10,23,2013,4,H,*,B39,*,B33,*,B52,*,I,,B41,,B42,,B35,,6,6,7,19,N
Pick 3 Evening,10,24,2013,1,H,*,B36,*,B44,*,B39,*,I,,B32,,B37,,B31,,3,4,6,13,N
Pick 3 Evening,10,24,2013,2,H,*,B36,*,B44,*,B39,*,I,,B32,,B37,,B31,,9,7,4,20,N
Pick 3 Evening,10,24,2013,3,H,*,B36,*,B44,*,B39,*,I,,B32,,B37,,B31,,9,5,9,23,N
Pick 3 Evening,10,24,2013,4,H,*,B36,*,B44,*,B39,*,I,,B32,,B37,,B31,,1,3,4,8,N
Pick 3 Evening,10,25,2013,1,H,*,B38,*,B52,*,B43,*,I,,B45,,B31,,B42,,1,8,4,13,N
Pick 3 Evening,10,25,2013,2,H,*,B38,*,B52,*,B43,*,I,,B45,,B31,,B42,,0,3,3,6,N
Pick 3 Evening,10,25,2013,3,H,*,B38,*,B52,*,B43,*,I,,B45,,B31,,B42,,8,0,8,16,N
Pick 3 Evening,10,25,2013,4,H,*,B38,*,B52,*,B43,*,I,,B45,,B31,,B42,,3,1,5,9,N
Pick 3 Evening,10,26,2013,1,H,*,B45,*,B32,*,B39,*,I,,B52,,B43,,B42,,6,2,9,17,N
Pick 3 Evening,10,26,2013,2,H,*,B45,*,B32,*,B39,*,I,,B52,,B43,,B42,,3,8,4,15,N
Pick 3 Evening,10,26,2013,3,H,*,B45,*,B32,*,B39,*,I,,B52,,B43,,B42,,4,4,6,14,N
Pick 3 Evening,10,26,2013,4,H,*,B45,*,B32,*,B39,*,I,,B52,,B43,,B42,,5,7,8,20,N
Pick 3 Evening,10,28,2013,1,H,*,B43,*,B33,*,B41,*,I,,B31,,B35,,B37,,2,0,2,4,N
Pick 3 Evening,10,28,2013,2,H,*,B43,*,B33,*,B41,*,I,,B31,,B35,,B37,,4,8,4,16,N
Pick 3 Evening,10,28,2013,3,H,*,B43,*,B33,*,B41,*,I,,B31,,B35,,B37,,0,0,9,9,N
Pick 3 Evening,10,28,2013,4,H,*,B43,*,B33,*,B41,*,I,,B31,,B35,,B37,,5,8,7,20,N
Pick 3 Evening,10,29,2013,1,H,*,B45,*,B41,*,B52,*,I,,B44,,B33,,B35,,7,1,6,14,N
Pick 3 Evening,10,29,2013,2,H,*,B45,*,B41,*,B52,*,I,,B44,,B33,,B35,,6,8,6,20,N
Pick 3 Evening,10,29,2013,3,H,*,B45,*,B41,*,B52,*,I,,B44,,B33,,B35,,2,8,6,16,N
Pick 3 Evening,10,29,2013,4,H,*,B45,*,B41,*,B52,*,I,,B44,,B33,,B35,,5,6,9,20,N
Pick 3 Evening,10,30,2013,1,H,*,B35,*,B41,*,B32,*,I,,B31,,B37,,B43,,3,9,2,14,N
Pick 3 Evening,10,30,2013,2,H,*,B35,*,B41,*,B32,*,I,,B31,,B37,,B43,,4,2,5,11,N
Pick 3 Evening,10,30,2013,3,H,*,B35,*,B41,*,B32,*,I,,B31,,B37,,B43,,0,3,0,3,N
Pick 3 Evening,10,30,2013,4,H,*,B35,*,B41,*,B32,*,I,,B31,,B37,,B43,,7,5,3,15,N
Pick 3 Evening,10,31,2013,1,H,*,B31,*,B36,*,B52,*,I,,B37,,B41,,B33,,6,3,9,18,N
Pick 3 Evening,10,31,2013,2,H,*,B31,*,B36,*,B52,*,I,,B37,,B41,,B33,,7,6,8,21,N
Pick 3 Evening,10,31,2013,3,H,*,B31,*,B36,*,B52,*,I,,B37,,B41,,B33,,4,2,8,14,N
Pick 3 Evening,10,31,2013,4,H,*,B31,*,B36,*,B52,*,I,,B37,,B41,,B33,,9,2,1,12,N
Pick 3 Evening,11,1,2013,1,I,*,B43,*,B38,*,B40,*,J,,B42,,B33,,B32,,2,4,5,11,N
Pick 3 Evening,11,1,2013,2,I,*,B43,*,B38,*,B40,*,J,,B42,,B33,,B32,,1,7,9,17,N
Pick 3 Evening,11,1,2013,3,I,*,B43,*,B38,*,B40,*,J,,B42,,B33,,B32,,2,2,2,6,N
Pick 3 Evening,11,1,2013,4,I,*,B43,*,B38,*,B40,*,J,,B42,,B33,,B32,,6,9,8,23,N
Pick 3 Evening,11,2,2013,1,I,*,B39,*,B41,*,B52,*,J,,B33,,B31,,B43,,6,1,3,10,N
Pick 3 Evening,11,2,2013,2,I,*,B39,*,B41,*,B52,*,J,,B33,,B31,,B43,,1,8,6,15,N
Pick 3 Evening,11,2,2013,3,I,*,B39,*,B41,*,B52,*,J,,B33,,B31,,B43,,6,5,4,15,N
Pick 3 Evening,11,2,2013,4,I,*,B39,*,B41,*,B52,*,J,,B33,,B31,,B43,,7,7,6,20,N
Pick 3 Evening,11,4,2013,1,I,*,B52,*,B33,*,B38,*,J,,B41,,B32,,B44,,6,4,3,13,N
Pick 3 Evening,11,4,2013,2,I,*,B52,*,B33,*,B38,*,J,,B41,,B32,,B44,,1,1,6,8,N
Pick 3 Evening,11,4,2013,3,I,*,B52,*,B33,*,B38,*,J,,B41,,B32,,B44,,6,4,6,16,N
Pick 3 Evening,11,4,2013,4,I,*,B52,*,B33,*,B38,*,J,,B41,,B32,,B44,,1,7,9,17,N
Pick 3 Evening,11,5,2013,1,I,*,B52,*,B33,*,B45,*,J,,B40,,B38,,B35,,0,2,8,10,N
Pick 3 Evening,11,5,2013,2,I,*,B52,*,B33,*,B45,*,J,,B40,,B38,,B35,,1,8,6,15,N
Pick 3 Evening,11,5,2013,3,I,*,B52,*,B33,*,B45,*,J,,B40,,B38,,B35,,7,7,4,18,N
Pick 3 Evening,11,5,2013,4,I,*,B52,*,B33,*,B45,*,J,,B40,,B38,,B35,,2,9,5,16,N
Pick 3 Evening,11,6,2013,1,I,*,B33,*,B39,*,B41,*,J,,B37,,B35,,B44,,6,6,1,13,N
Pick 3 Evening,11,6,2013,2,I,*,B33,*,B39,*,B41,*,J,,B37,,B35,,B44,,3,5,7,15,N
Pick 3 Evening,11,6,2013,3,I,*,B33,*,B39,*,B41,*,J,,B37,,B35,,B44,,5,1,2,8,N
Pick 3 Evening,11,6,2013,4,I,*,B33,*,B39,*,B41,*,J,,B37,,B35,,B44,,0,0,6,6,N
Pick 3 Evening,11,7,2013,1,I,*,B36,*,B33,*,B52,*,J,,B31,,B37,,B41,,7,4,6,17,N
Pick 3 Evening,11,7,2013,2,I,*,B36,*,B33,*,B52,*,J,,B31,,B37,,B41,,1,0,7,8,N
Pick 3 Evening,11,7,2013,3,I,*,B36,*,B33,*,B52,*,J,,B31,,B37,,B41,,9,9,0,18,N
Pick 3 Evening,11,7,2013,4,I,*,B36,*,B33,*,B52,*,J,,B31,,B37,,B41,,2,1,9,12,N
Pick 3 Evening,11,8,2013,1,I,*,B33,*,B43,*,B32,*,J,,B40,,B44,,B52,,1,3,2,6,N
Pick 3 Evening,11,8,2013,2,I,*,B33,*,B43,*,B32,*,J,,B40,,B44,,B52,,4,8,4,16,N
Pick 3 Evening,11,8,2013,3,I,*,B33,*,B43,*,B32,*,J,,B40,,B44,,B52,,2,2,4,8,N
Pick 3 Evening,11,8,2013,4,I,*,B33,*,B43,*,B32,*,J,,B40,,B44,,B52,,4,4,6,14,N
Pick 3 Evening,11,9,2013,1,I,*,B42,*,B32,*,B36,*,J,,B35,,B38,,B31,,9,7,4,20,N
Pick 3 Evening,11,9,2013,2,I,*,B42,*,B32,*,B36,*,J,,B35,,B38,,B31,,8,2,3,13,N
Pick 3 Evening,11,9,2013,3,I,*,B42,*,B32,*,B36,*,J,,B35,,B38,,B31,,4,8,9,21,N
Pick 3 Evening,11,9,2013,4,I,*,B42,*,B32,*,B36,*,J,,B35,,B38,,B31,,5,5,4,14,N
Pick 3 Evening,11,11,2013,1,I,*,B33,*,B38,*,B35,*,J,,B40,,B31,,B43,,9,9,8,26,N
Pick 3 Evening,11,11,2013,2,I,*,B33,*,B38,*,B35,*,J,,B40,,B31,,B43,,7,3,3,13,N
Pick 3 Evening,11,11,2013,3,I,*,B33,*,B38,*,B35,*,J,,B40,,B31,,B43,,2,1,7,10,N
Pick 3 Evening,11,11,2013,4,I,*,B33,*,B38,*,B35,*,J,,B40,,B31,,B43,,4,7,4,15,N
Pick 3 Evening,11,12,2013,1,I,*,B42,*,B33,*,B39,*,J,,B31,,B45,,B36,,6,0,1,7,N
Pick 3 Evening,11,12,2013,2,I,*,B42,*,B33,*,B39,*,J,,B31,,B45,,B36,,4,1,1,6,N
